cik,company,period_of_report,gvkey,datadate,filename,can_label,qualified,label,bankruptcy_prediction_split,bankruptcy_date_1,bankruptcy_date_2,bankruptcy_date_3,filing_date,cik_year,gc_list,year,accessionNumber,form,primaryDocument,isXBRL,reportDateIndex,revenue,sga_expenses,gross_profit,cost_of_goods_sold,operating_expenses,operating_income,interest_expense,pretax_income,income_taxes,net_income,earnings_per_share_basic,earnings_per_share_diluted,goodwill,assets,current_assets,noncurrent_assets,cash_and_cash_equivalents,short_term_investments,accounts_receivable,inventory,property_plant_and_equipment_net,accounts_payable,current_liabilities,long_term_debt,noncurrent_liabilities,liabilities,net_cash_from_operating_activities,net_cash_from_investing_activities,net_cash_from_financing_activities,cash_end_of_period,depreciation_and_amortization,capital_expenditures,accumulated_other_comprehensive_income,stockholders_equity
2034,ACETO CORP,2014-06-30,1094,30/06/2014,/2014/2034_10K_2014_0001571049-14-004448.json,True,Yes,False,train,2019-02-19,,,2014-09-05,2034__2014,[],2014,0001571049-14-004448,10-K,t80105_10k.htm,1,349,510179000.000000,65209000.000000,114703000.000000,395476000.000000,,44272000.000000,2100000.000000,29000000.000000,402000.000000,44272000.000000,1.040000,1.020000,66516000.000000,467984000.000000,276354000.000000,5848000.000000,42897000.000000,118523000.000000,517000.000000,100683000.000000,11573000.000000,48716000.000000,118523000.000000,97158000.000000,11634000.000000,233584000.000000,70533000.000000,70533000.000000,70533000.000000,86140000.000000,8091000.000000,1145000.000000,,233584000.000000
2034,ACETO CORP,2015-06-30,1094,30/06/2015,/2015/2034_10K_2015_0001571049-15-007509.json,True,Yes,False,train,2019-02-19,,,2015-09-11,2034__2015,[],2015,0001571049-15-007509,10-K,t82912_10k.htm,1,281,546951000.000000,73159000.000000,135434000.000000,411517000.000000,,56333000.000000,3954000.000000,33483000.000000,-2468000.000000,56333000.000000,1.170000,1.140000,67870000.000000,489774000.000000,310310000.000000,6574000.000000,34020000.000000,125000000.000000,691000.000000,95596000.000000,10456000.000000,54962000.000000,125000000.000000,99960000.000000,7542000.000000,254211000.000000,-8245000.000000,-8245000.000000,-8245000.000000,86140000.000000,11849000.000000,617000.000000,,254211000.000000
2034,ACETO CORP,2016-06-30,1094,30/06/2016,/2016/2034_10K_2016_0001571049-16-017785.json,True,Yes,False,test,2019-02-19,,,2016-08-26,2034__2016,[],2016,0001571049-16-017785,10-K,t1600487_10k.htm,1,194,558524000.000000,76820000.000000,142785000.000000,415739000.000000,,2823000.000000,6997000.000000,34766000.000000,-4174000.000000,58028000.000000,1.190000,1.180000,67871000.000000,540778000.000000,352661000.000000,6868000.000000,66828000.000000,98906000.000000,513000.000000,98107000.000000,10044000.000000,46034000.000000,98906000.000000,118592000.000000,6344000.000000,304442000.000000,10855000.000000,10855000.000000,27174000.000000,86140000.000000,12698000.000000,1128000.000000,,304442000.000000
2034,ACETO CORP,2017-06-30,1094,30/06/2017,/2017/2034_10K_2017_0001144204-17-045100.json,True,Yes,False,test,2019-02-19,,,2017-08-25,2034__2017,[],2017,0001144204-17-045100,10-K,v472462_10k.htm,1,120,638318000.000000,102340000.000000,140792000.000000,497526000.000000,,2577000.000000,15770000.000000,11376000.000000,-13193000.000000,30554000.000000,0.350000,0.350000,236970000.000000,1040790000.000000,474160000.000000,7152000.000000,55680000.000000,222805000.000000,485000.000000,136387000.000000,10428000.000000,90011000.000000,222805000.000000,339200000.000000,61449000.000000,407672000.000000,220162000.000000,220162000.000000,27174000.000000,270000000.000000,23754000.000000,1893000.000000,,407672000.000000
2034,ACETO CORP,2018-06-30,1094,30/06/2018,/2018/2034_10K_2018_0001144204-18-051414.json,True,Yes,True,test,2019-02-19,,,2018-09-28,2034__2018,[],2018,0001144204-18-051414,10-K,tv501271_10k.htm,1,59,711359000.000000,122376000.000000,111563000.000000,599796000.000000,,3045000.000000,20855000.000000,-316121000.000000,-17810000.000000,-275012000.000000,-8.980000,-8.980000,1883000.000000,767024000.000000,502627000.000000,6113000.000000,100874000.000000,302518000.000000,987000.000000,137076000.000000,14180000.000000,106790000.000000,302518000.000000,302916000.000000,64558000.000000,95285000.000000,101806000.000000,-8281000.000000,27174000.000000,270000000.000000,32812000.000000,5771000.000000,,95285000.000000
2178,ADAMS RESOURCES & ENERGY INC,2004-12-31,1121,31/12/2004,/2004/2178_10K_2004_0000002178-05-000008.json,True,Yes,False,train,,,,2005-03-24,2178__2004,[],2005,0000002178-05-000008,10-K,body10-k2004.htm,0,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,"ADAMS RESOURCES & ENERGY, INC.",2005-12-31,1121,31/12/2005,/2005/2178_10K_2005_0000002178-06-000013.json,True,Yes,False,train,,,,2006-03-31,2178__2005,[],2006,0000002178-06-000013,10-K,form10-k.htm,0,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,"ADAMS RESOURCES & ENERGY, INC.",2006-12-30,1121,31/12/2006,/2006/2178_10K_2006_0000002178-07-000008.json,True,Yes,False,train,,,,2007-03-30,2178__2006,[],2007,0000002178-07-000008,10-K,body10-k.htm,0,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,"ADAMS RESOURCES & ENERGY, INC.",2007-12-31,1121,31/12/2007,/2007/2178_10K_2007_0000002178-08-000011.json,True,Yes,False,train,,,,2008-03-31,2178__2007,[],2008,0000002178-08-000011,10-K,body_10k.htm,0,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,"ADAMS RESOURCES & ENERGY, INC.",2010-12-31,1121,31/12/2010,/2010/2178_10K_2010_0000002178-11-000009.json,True,Yes,False,train,,,,2011-03-21,2178__2010,[],2011,0000002178-11-000009,10-K,form_10k.htm,0,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,"ADAMS RESOURCES & ENERGY, INC.",2011-12-31,1121,31/12/2011,/2011/2178_10K_2011_0000002178-12-000010.json,True,Yes,False,train,,,,2012-03-23,2178__2011,[],2012,0000002178-12-000010,10-K,form_10k.htm,1,486,3214399000.000000,9713000.000000,,,3082140000.000000,35533000.000000,8000.000000,22931000.000000,12831000.000000,35533000.000000,,5.440000,,378840000.000000,304965000.000000,4167000.000000,37066000.000000,256094000.000000,2205000.000000,20189000.000000,54359000.000000,58000.000000,256094000.000000,0.000000,0.000000,110682000.000000,55815000.000000,-45377000.000000,-2404000.000000,55815000.000000,16260000.000000,8394000.000000,,110682000.000000
2178,"ADAMS RESOURCES & ENERGY, INC.",2012-12-31,1121,31/12/2012,/2012/2178_10K_2012_0000002178-13-000014.json,True,Yes,False,train,,,,2013-03-15,2178__2012,[],2013,0000002178-13-000014,10-K,form_10k.htm,1,461,3380964000.000000,9769000.000000,,,3336915000.000000,44049000.000000,10000.000000,27791000.000000,16697000.000000,44049000.000000,,,,419501000.000000,324556000.000000,4199000.000000,47239000.000000,266082000.000000,206000.000000,28222000.000000,59101000.000000,42000.000000,266082000.000000,0.000000,0.000000,135858000.000000,843000.000000,-41706000.000000,-2615000.000000,843000.000000,20714000.000000,6342000.000000,,135858000.000000
2178,"ADAMS RESOURCES & ENERGY, INC.",2013-12-31,1121,31/12/2013,/2013/2178_10K_2013_0000002178-14-000010.json,True,Yes,False,train,,,,2014-03-13,2178__2013,[],2014,0000002178-14-000010,10-K,form-10k.htm,1,437,3945969000.000000,9060000.000000,,,3911593000.000000,34376000.000000,24000.000000,21610000.000000,12429000.000000,34376000.000000,,,,448082000.000000,351730000.000000,4487000.000000,60733000.000000,272169000.000000,252000.000000,27616000.000000,59185000.000000,38000.000000,272169000.000000,0.000000,0.000000,154685000.000000,1549000.000000,-27699000.000000,-2783000.000000,1549000.000000,22275000.000000,1082000.000000,,154685000.000000
2178,"ADAMS RESOURCES & ENERGY, INC.",2014-12-31,1121,31/12/2014,/2014/2178_10K_2014_0000002178-15-000014.json,True,Yes,False,train,,,,2015-03-13,2178__2014,[],2015,0000002178-15-000014,10-K,form10_k.htm,1,416,4132826000.000000,8613000.000000,,,4123345000.000000,9481000.000000,2000.000000,6523000.000000,3561000.000000,9481000.000000,,,,340814000.000000,250945000.000000,4998000.000000,80184000.000000,168603000.000000,179000.000000,13481000.000000,63239000.000000,51000.000000,168603000.000000,0.000000,0.000000,157497000.000000,-81000.000000,-23971000.000000,-3711000.000000,-81000.000000,24615000.000000,7045000.000000,,157497000.000000
2178,"ADAMS RESOURCES & ENERGY, INC.",2019-12-31,1121,31/12/2019,/2019/2178_10K_2019_0000002178-20-000013.json,True,Yes,False,test,,,,2020-03-06,2178__2019,[],2020,0000002178-20-000013,10-K,ae-20191231.htm,1,255,1811247000.000000,10198000.000000,,,1803447000.000000,7800000.000000,636000.000000,8207000.000000,2703000.000000,7800000.000000,1.940000,1.940000,,330842000.000000,247324000.000000,0.000000,112994000.000000,159577000.000000,141000.000000,26407000.000000,69046000.000000,5000.000000,2252000.000000,,2252000.000000,151641000.000000,693000.000000,-36037000.000000,-5673000.000000,693000.000000,16641000.000000,3680000.000000,,151641000.000000
2488,ADVANCED MICRO DEVICES INC,2003-12-28,1161,31/12/2003,/2003/2488_10K_2003_0001193125-04-037179.json,True,Yes,False,train,,,,2004-03-09,2488__2003,[],2004,0001193125-04-037179,10-K,d10k.htm,0,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,ADVANCED MICRO DEVICES INC,2004-12-26,1161,31/12/2004,/2004/2488_10K_2004_0001193125-05-039876.json,True,Yes,False,train,,,,2005-03-01,2488__2004,[],2005,0001193125-05-039876,10-K,d10k.htm,0,1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,ADVANCED MICRO DEVICES INC,2005-12-25,1161,31/12/2005,/2005/2488_10K_2005_0001193125-06-040130.json,True,Yes,False,train,,,,2006-02-27,2488__2005,[],2006,0001193125-06-040130,10-K,d10k.htm,0,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,ADVANCED MICRO DEVICES INC,2006-12-31,1161,31/12/2006,/2006/2488_10K_2006_0001193125-07-044191.json,True,Yes,False,train,,,,2007-03-01,2488__2006,[],2007,0001193125-07-044191,10-K,d10k.htm,0,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,ADVANCED MICRO DEVICES INC,2007-12-29,1161,31/12/2007,/2007/2488_10K_2007_0001193125-08-038588.json,True,Yes,False,train,,,,2008-02-26,2488__2007,[],2008,0001193125-08-038588,10-K,d10k.htm,0,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,ADVANCED MICRO DEVICES INC,2008-12-27,1161,31/12/2008,/2008/2488_10K_2008_0001193125-09-036235.json,True,Yes,False,train,,,,2009-02-24,2488__2008,[],2009,0001193125-09-036235,10-K,d10k.htm,0,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,ADVANCED MICRO DEVICES INC,2009-12-26,1161,31/12/2009,/2009/2488_10K_2009_0001193125-10-035218.json,True,Yes,False,train,,,,2010-02-19,2488__2009,[],2010,0001193125-10-035218,10-K,d10k.htm,0,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,ADVANCED MICRO DEVICES INC,2010-12-25,1161,31/12/2010,/2010/2488_10K_2010_0001193125-11-040392.json,True,Yes,False,train,,,,2011-02-18,2488__2010,[],2011,0001193125-11-040392,10-K,d10k.htm,1,455,,934000000.000000,2961000000.000000,3533000000.000000,,311000000.000000,199000000.000000,38000000.000000,311000000.000000,471000000.000000,0.660000,0.640000,323000000.000000,4964000000.000000,3594000000.000000,205000000.000000,1789000000.000000,1183000000.000000,968000000.000000,632000000.000000,700000000.000000,205000000.000000,19000000.000000,2188000000.000000,82000000.000000,1013000000.000000,-412000000.000000,-19000000.000000,4000000.000000,-412000000.000000,383000000.000000,1000000.000000,,1013000000.000000
2488,ADVANCED MICRO DEVICES INC,2011-12-31,1161,31/12/2011,/2011/2488_10K_2011_0001193125-12-075837.json,True,Yes,False,train,,,,2012-02-24,2488__2011,[],2012,0001193125-12-075837,10-K,d257108d10k.htm,1,360,,992000000.000000,2940000000.000000,3628000000.000000,,-199000000.000000,180000000.000000,-4000000.000000,-199000000.000000,491000000.000000,0.680000,0.660000,323000000.000000,4954000000.000000,3229000000.000000,69000000.000000,1765000000.000000,896000000.000000,919000000.000000,476000000.000000,726000000.000000,177000000.000000,72000000.000000,1527000000.000000,72000000.000000,1590000000.000000,382000000.000000,19000000.000000,-5000000.000000,3000000.000000,317000000.000000,16000000.000000,,1590000000.000000
2488,ADVANCED MICRO DEVICES INC,2012-12-29,1161,31/12/2012,/2012/2488_10K_2012_0001193125-13-069422.json,True,Yes,False,train,,,,2013-02-21,2488__2012,[],2013,0001193125-13-069422,10-K,d486815d10k.htm,1,264,5422000000.000000,823000000.000000,1235000000.000000,4187000000.000000,,6000000.000000,175000000.000000,-1183000000.000000,6000000.000000,-1056000000.000000,-1.600000,-1.600000,553000000.000000,4000000000.000000,2265000000.000000,71000000.000000,1002000000.000000,453000000.000000,630000000.000000,562000000.000000,658000000.000000,454000000.000000,63000000.000000,2037000000.000000,63000000.000000,538000000.000000,-338000000.000000,9000000.000000,-2000000.000000,278000000.000000,260000000.000000,0.000000,,538000000.000000
2488,ADVANCED MICRO DEVICES INC,2013-12-28,1161,31/12/2013,/2013/2488_10K_2013_0001193125-14-057240.json,True,Yes,False,train,,,,2014-02-18,2488__2013,[],2014,0001193125-14-057240,10-K,d674550d10k.htm,1,168,5299000000.000000,674000000.000000,1978000000.000000,3321000000.000000,,-5000000.000000,177000000.000000,-83000000.000000,-5000000.000000,103000000.000000,-0.110000,-0.110000,553000000.000000,4337000000.000000,2884000000.000000,71000000.000000,869000000.000000,228000000.000000,832000000.000000,884000000.000000,346000000.000000,364000000.000000,177000000.000000,1998000000.000000,177000000.000000,544000000.000000,-148000000.000000,0.000000,-1000000.000000,0.000000,236000000.000000,238000000.000000,,544000000.000000
2488,ADVANCED MICRO DEVICES INC,2014-12-27,1161,31/12/2014,/2014/2488_10K_2014_0001193125-15-054362.json,True,Yes,False,train,,,,2015-02-19,2488__2014,[],2015,0001193125-15-054362,10-K,d871455d10k.htm,1,47,5506000000.000000,604000000.000000,1839000000.000000,3667000000.000000,,-69000000.000000,177000000.000000,-403000000.000000,-69000000.000000,-155000000.000000,-0.530000,-0.530000,320000000.000000,3767000000.000000,2736000000.000000,80000000.000000,805000000.000000,235000000.000000,818000000.000000,685000000.000000,302000000.000000,218000000.000000,105000000.000000,2035000000.000000,105000000.000000,187000000.000000,-98000000.000000,0.000000,-6000000.000000,14000000.000000,203000000.000000,0.000000,,187000000.000000
2488,ADVANCED MICRO DEVICES INC,2015-12-26,1161,31/12/2015,/2015/2488_10K_2015_0000002488-16-000111.json,True,Yes,False,test,,,,2016-02-18,2488__2015,[],2016,0000002488-16-000111,10-K,amd-12262015x10k.htm,1,978,3991000000.000000,482000000.000000,1080000000.000000,2911000000.000000,,-5000000.000000,160000000.000000,-660000000.000000,-5000000.000000,-481000000.000000,-0.840000,-0.840000,278000000.000000,3109000000.000000,2320000000.000000,86000000.000000,785000000.000000,0.000000,533000000.000000,678000000.000000,188000000.000000,279000000.000000,124000000.000000,2032000000.000000,86000000.000000,-412000000.000000,-226000000.000000,147000000.000000,-2000000.000000,83000000.000000,167000000.000000,8000000.000000,,-412000000.000000
2488,ADVANCED MICRO DEVICES INC,2016-12-31,1161,31/12/2016,/2016/2488_10K_2016_0000002488-17-000043.json,True,Yes,False,test,,,,2017-02-21,2488__2016,[],2017,0000002488-17-000043,10-K,amd-12312016x10k.htm,1,862,4272000000.000000,460000000.000000,998000000.000000,3274000000.000000,,88000000.000000,156000000.000000,-497000000.000000,80000000.000000,-372000000.000000,-0.600000,-0.600000,289000000.000000,3321000000.000000,2530000000.000000,124000000.000000,1264000000.000000,1346000000.000000,311000000.000000,751000000.000000,164000000.000000,128000000.000000,1346000000.000000,1435000000.000000,124000000.000000,416000000.000000,90000000.000000,-2000000.000000,-4000000.000000,0.000000,133000000.000000,0.000000,,416000000.000000
2488,ADVANCED MICRO DEVICES INC,2017-12-30,1161,31/12/2017,/2017/2488_10K_2017_0000002488-18-000042.json,True,Yes,False,test,,,,2018-02-27,2488__2017,[],2018,0000002488-18-000042,10-K,amd-12302017x10k.htm,1,732,5329000000.000000,511000000.000000,1823000000.000000,3506000000.000000,,52000000.000000,126000000.000000,43000000.000000,-9000000.000000,204000000.000000,0.040000,0.040000,289000000.000000,3540000000.000000,2622000000.000000,118000000.000000,1185000000.000000,1486000000.000000,400000000.000000,739000000.000000,261000000.000000,412000000.000000,1486000000.000000,1325000000.000000,118000000.000000,611000000.000000,68000000.000000,2000000.000000,-13000000.000000,0.000000,144000000.000000,0.000000,,611000000.000000
2488,ADVANCED MICRO DEVICES INC,2018-12-29,1161,31/12/2018,/2018/2488_10K_2018_0000002488-19-000011.json,True,Yes,False,test,,,,2019-02-08,2488__2018,[],2019,0000002488-19-000011,10-K,amd-12292018x10k.htm,1,638,6475000000.000000,562000000.000000,2447000000.000000,4028000000.000000,,0.000000,121000000.000000,337000000.000000,0.000000,451000000.000000,0.340000,0.320000,289000000.000000,4556000000.000000,3540000000.000000,192000000.000000,1078000000.000000,78000000.000000,1235000000.000000,845000000.000000,348000000.000000,533000000.000000,24000000.000000,1114000000.000000,192000000.000000,1266000000.000000,34000000.000000,0.000000,-1000000.000000,1000000.000000,170000000.000000,163000000.000000,,1266000000.000000
2488,ADVANCED MICRO DEVICES INC,2019-12-28,1161,31/12/2019,/2019/2488_10K_2019_0000002488-20-000008.json,True,Yes,False,test,,,,2020-02-04,2488__2019,[],2020,0000002488-20-000008,10-K,amdform10-kfy2019.htm,1,545,6731000000.000000,750000000.000000,2868000000.000000,3863000000.000000,,-165000000.000000,94000000.000000,341000000.000000,-165000000.000000,631000000.000000,0.310000,0.300000,289000000.000000,6028000000.000000,4597000000.000000,233000000.000000,1466000000.000000,37000000.000000,1859000000.000000,982000000.000000,500000000.000000,0.000000,74000000.000000,486000000.000000,74000000.000000,2827000000.000000,493000000.000000,-2000000.000000,-7000000.000000,5000000.000000,222000000.000000,217000000.000000,,2827000000.000000
2488,ADVANCED MICRO DEVICES INC,2020-12-26,1161,31/12/2020,/2020/2488_10K_2020_0001628280-21-001185.json,True,Yes,False,test,,,,2021-01-29,2488__2020,[],2021,0001628280-21-001185,10-K,amd-20201226.htm,1,448,9763000000.000000,995000000.000000,4347000000.000000,5416000000.000000,,-47000000.000000,47000000.000000,2490000000.000000,-47000000.000000,1369000000.000000,2.100000,2.060000,289000000.000000,8962000000.000000,6143000000.000000,378000000.000000,1595000000.000000,695000000.000000,2066000000.000000,1399000000.000000,641000000.000000,78000000.000000,2417000000.000000,330000000.000000,75000000.000000,5837000000.000000,1071000000.000000,0.000000,-1000000.000000,-6000000.000000,312000000.000000,294000000.000000,,5837000000.000000
723527,WORLDCOM INC,2002-12-31,1164,31/12/2002,/2002/723527_10K_2002_0001193125-04-039709.json,True,Yes,False,train,,,,2004-03-12,723527__2002,[],2004,0001193125-04-039709,10-K,d10k.htm,0,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723527,MCI INC,2003-12-31,1164,31/12/2003,/2003/723527_10K_2003_0001193125-04-074088.json,True,Yes,False,train,,,,2004-04-29,723527__2003,[],2004,0001193125-04-074088,10-K,d10k.htm,0,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723527,MCI INC,2004-12-31,1164,31/12/2004,/2004/723527_10K_2004_0001193125-05-052451.json,True,Yes,False,train,,,,2005-03-16,723527__2004,[],2005,0001193125-05-052451,10-K,d10k.htm,0,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122304,AETNA INC /PA/,2003-12-31,1177,31/12/2003,/2003/1122304_10K_2003_0000950123-04-002526.json,True,Yes,False,train,,,,2004-02-27,1122304__2003,[],2004,0000950123-04-002526,10-K,y94281e10vk.htm,0,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122304,AETNA INC /PA/,2004-12-31,1177,31/12/2004,/2004/1122304_10K_2004_0000950123-05-002487.json,True,Yes,False,train,,,,2005-03-01,1122304__2004,[],2005,0000950123-05-002487,10-K,y05912e10vk.htm,0,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122304,AETNA INC /PA/,2005-12-31,1177,31/12/2005,/2005/1122304_10K_2005_0000950123-06-002414.json,True,Yes,False,train,,,,2006-03-01,1122304__2005,[],2006,0000950123-06-002414,10-K,y17660e10vk.htm,0,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122304,AETNA INC /PA/,2006-12-31,1177,31/12/2006,/2006/1122304_10K_2006_0000950123-07-002780.json,True,Yes,False,train,,,,2007-02-27,1122304__2006,[],2007,0000950123-07-002780,10-K,y30444e10vk.htm,0,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122304,AETNA INC /PA/,2007-12-31,1177,31/12/2007,/2007/1122304_10K_2007_0001122304-08-000034.json,True,Yes,False,train,,,,2008-02-29,1122304__2007,[],2008,0001122304-08-000034,10-K,form10-k.htm,0,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122304,AETNA INC /PA/,2008-12-31,1177,31/12/2008,/2008/1122304_10K_2008_0001122304-09-000036.json,True,Yes,False,train,,,,2009-02-27,1122304__2008,[],2009,0001122304-09-000036,10-K,form10k.htm,0,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122304,AETNA INC /PA/,2009-12-31,1177,31/12/2009,/2009/1122304_10K_2009_0001122304-10-000024.json,True,Yes,False,train,,,,2010-02-26,1122304__2009,[],2010,0001122304-10-000024,10-K,form10k.htm,1,313,34764100000.000000,1251900000.000000,,,32862900000.000000,6383000000.000000,243400000.000000,1276500000.000000,624700000.000000,1036400000.000000,2.890000,2.840000,5146200000.000000,38550400000.000000,6826900000.000000,1442600000.000000,1203600000.000000,2922700000.000000,,,551000000.000000,2895300000.000000,8464200000.000000,1453000000.000000,1442600000.000000,9503800000.000000,2488300000.000000,-1999700000.000000,-464500000.000000,75100000.000000,416000000.000000,362000000.000000,,9503800000.000000
1122304,AETNA INC /PA/,2010-12-31,1177,31/12/2010,/2010/1122304_10K_2010_0001122304-11-000032.json,True,Yes,False,train,,,,2011-02-25,1122304__2010,[],2011,0001122304-11-000032,10-K,form10k.htm,1,214,34246000000.000000,1226600000.000000,,,31601800000.000000,6519000000.000000,254600000.000000,1766800000.000000,877400000.000000,1056300000.000000,4.250000,4.180000,5146400000.000000,37739400000.000000,6994200000.000000,1226500000.000000,1867600000.000000,2169700000.000000,,,529300000.000000,2630900000.000000,8736900000.000000,899900000.000000,1226500000.000000,9890800000.000000,1412100000.000000,634500000.000000,1382600000.000000,100000.000000,444400000.000000,288700000.000000,,9890800000.000000
1122304,AETNA INC /PA/,2011-12-31,1177,31/12/2011,/2011/1122304_10K_2011_0001122304-12-000045.json,True,Yes,False,train,,,,2012-02-24,1122304__2011,[],2012,0001122304-12-000045,10-K,form10k.htm,1,107,33779800000.000000,1104800000.000000,,,1104800000.000000,6804400000.000000,246900000.000000,1985700000.000000,1092100000.000000,930800000.000000,5.330000,5.220000,6203900000.000000,38593100000.000000,5890000000.000000,1595800000.000000,679700000.000000,2211800000.000000,,,556900000.000000,2675500000.000000,8522200000.000000,1505800000.000000,1595800000.000000,10120200000.000000,2507800000.000000,-1880200000.000000,-1815500000.000000,1555700000.000000,447200000.000000,372000000.000000,,10120200000.000000
1122304,AETNA INC /PA/,2012-12-31,1177,31/12/2012,/2012/1122304_10K_2012_0001122304-13-000037.json,True,Yes,False,train,,,,2013-02-19,1122304__2012,[],2013,0001122304-13-000037,10-K,form10-k.htm,1,945,36595900000.000000,1105500000.000000,,,1105500000.000000,6876400000.000000,268800000.000000,1657900000.000000,887500000.000000,918300000.000000,4.870000,4.810000,6214400000.000000,41494500000.000000,8244400000.000000,1634600000.000000,2579200000.000000,2221900000.000000,,,540000000.000000,,8487600000.000000,1546900000.000000,1634600000.000000,10405800000.000000,1822000000.000000,-231300000.000000,308800000.000000,8600000.000000,449900000.000000,338200000.000000,,10405800000.000000
1122304,AETNA INC /PA/,2013-12-31,1177,31/12/2013,/2013/1122304_10K_2013_0001122304-14-000037.json,True,Yes,False,train,,,,2014-02-28,1122304__2013,[],2014,0001122304-14-000037,10-K,form10-k.htm,1,836,47294600000.000000,1348600000.000000,,,1348600000.000000,8645400000.000000,333700000.000000,1913600000.000000,1028600000.000000,1911900000.000000,5.380000,5.330000,10227500000.000000,49871800000.000000,9718900000.000000,1047500000.000000,1412300000.000000,2063800000.000000,,,721900000.000000,4570300000.000000,12602900000.000000,1619300000.000000,1047500000.000000,14025500000.000000,2278700000.000000,-2500000.000000,-1525800000.000000,1646800000.000000,569100000.000000,479100000.000000,,14025500000.000000
1122304,AETNA INC /PA/,2014-12-31,1177,31/12/2014,/2014/1122304_10K_2014_0001122304-15-000038.json,True,Yes,False,train,,,,2015-02-27,1122304__2014,[],2015,0001122304-15-000038,10-K,form10-k.htm,1,708,58003200000.000000,1653000000.000000,,,1653000000.000000,10837700000.000000,329300000.000000,2040800000.000000,1454700000.000000,2045200000.000000,5.740000,5.680000,10613200000.000000,53402100000.000000,11764000000.000000,1201600000.000000,1420400000.000000,2595200000.000000,,,669800000.000000,5621100000.000000,15356500000.000000,1650600000.000000,1201600000.000000,14482600000.000000,3372800000.000000,-10000000.000000,-1235000000.000000,450500000.000000,629000000.000000,369600000.000000,,14482600000.000000
1122304,AETNA INC /PA/,2015-12-31,1177,31/12/2015,/2015/1122304_10K_2015_0001122304-16-000201.json,True,Yes,False,test,,,,2016-02-19,1122304__2015,[],2016,0001122304-16-000201,10-K,form10-k.htm,1,499,60336500000.000000,1611100000.000000,,,1611100000.000000,11649300000.000000,363600000.000000,2390200000.000000,1841000000.000000,2394600000.000000,6.840000,6.780000,10636800000.000000,53424100000.000000,12738500000.000000,914100000.000000,2524300000.000000,3014800000.000000,,,629700000.000000,6305700000.000000,15481500000.000000,1655600000.000000,914100000.000000,16114300000.000000,3866100000.000000,-1027500000.000000,-1734700000.000000,20600000.000000,671300000.000000,362900000.000000,,16114300000.000000
1122304,AETNA INC /PA/,2016-12-31,1177,31/12/2016,/2016/1122304_10K_2016_0001122304-17-000014.json,True,Yes,False,test,,,,2017-02-17,1122304__2016,[],2017,0001122304-17-000014,10-K,form10-k.htm,1,403,63155000000.000000,1678000000.000000,,,1678000000.000000,12085000000.000000,604000000.000000,2271000000.000000,1735000000.000000,2256000000.000000,6.460000,6.410000,10637000000.000000,69146000000.000000,28449000000.000000,1043000000.000000,17996000000.000000,3046000000.000000,,,587000000.000000,,18694000000.000000,1703000000.000000,1043000000.000000,17881000000.000000,3719000000.000000,-381000000.000000,12134000000.000000,0.000000,681000000.000000,270000000.000000,,17881000000.000000
1122304,AETNA INC /PA/,2017-12-31,1177,31/12/2017,/2017/1122304_10K_2017_0001122304-18-000027.json,True,Yes,False,test,,,,2018-02-23,1122304__2017,[],2018,0001122304-18-000027,10-K,form10-k.htm,1,139,60535000000.000000,1598000000.000000,,,1598000000.000000,12064000000.000000,442000000.000000,1904000000.000000,1087000000.000000,1905000000.000000,5.710000,5.680000,10571000000.000000,55151000000.000000,15523000000.000000,1597000000.000000,4076000000.000000,2280000000.000000,,,586000000.000000,,16837000000.000000,1922000000.000000,1597000000.000000,15580000000.000000,-464000000.000000,2730000000.000000,-16186000000.000000,1390000000.000000,705000000.000000,410000000.000000,,15580000000.000000
